,index,ra_deg,dec_deg,redshift,1.4GHz_flux,30GHz_flux,90GHz_flux,148GHz_flux,219GHz_flux,277GHz_flux,350GHz_flux
182,182,4.970186,5.930080,0.46720,1.52385e-01,2.75355e-02,1.35898e-02,7.70689e-03,4.50650e-03,3.22889e-03,2.34519e-03
183,183,6.951986,7.046487,0.47030,2.26552e-01,1.92200e-02,7.96232e-03,5.34830e-03,3.90904e-03,3.23923e-03,2.68640e-03
184,184,7.036354,6.973218,0.47330,1.01215e-01,8.59162e-03,3.56300e-03,2.39328e-03,1.74923e-03,1.44950e-03,1.20212e-03
185,185,7.041863,6.963453,0.47330,2.91770e-01,2.32728e-02,9.61940e-03,6.46126e-03,4.72248e-03,3.91329e-03,3.24542e-03
186,186,6.577130,7.036612,0.47240,4.25754e-01,4.23760e-02,1.46060e-02,9.38734e-03,6.76149e-03,5.58162e-03,4.62053e-03
187,187,6.580363,7.080070,0.47240,9.36296e-02,7.77591e-03,3.18412e-03,2.13808e-03,1.56267e-03,1.29490e-03,1.07390e-03
188,188,6.878129,6.983303,0.47370,6.60460e-02,6.02386e-03,2.34707e-03,1.56899e-03,1.14612e-03,9.49685e-04,7.87597e-04
189,189,4.828896,5.742282,0.47500,5.27451e-02,4.52222e-03,1.87667e-03,1.26056e-03,9.21334e-04,7.63464e-04,6.33166e-04
190,190,4.829808,6.066687,0.48070,2.46518e-01,2.15917e-02,8.78313e-03,5.88470e-03,4.29895e-03,3.56205e-03,2.95405e-03
191,191,5.064721,5.582576,0.48250,1.88301e-01,1.62401e-02,6.59525e-03,4.42244e-03,3.23140e-03,2.67759e-03,2.22059e-03
192,192,5.052888,5.597231,0.48250,2.58549e-01,2.25287e-02,8.59577e-03,5.74023e-03,4.19197e-03,3.47330e-03,2.88044e-03
193,193,5.066952,6.171278,0.48160,5.61821e-02,4.81841e-03,1.99992e-03,1.34337e-03,9.81864e-04,8.13622e-04,6.74764e-04
194,194,5.086643,6.170133,0.48160,8.32808e-02,7.13484e-03,2.95531e-03,1.98498e-03,1.45080e-03,1.20221e-03,9.97030e-04
195,195,5.363127,6.360955,0.48160,1.72781e-01,1.60452e-02,6.38492e-03,4.19190e-03,3.03665e-03,2.51039e-03,2.07968e-03
196,196,5.371544,6.377628,0.48160,8.71955e-02,7.49394e-03,3.10937e-03,2.08860e-03,1.52654e-03,1.26497e-03,1.04908e-03
197,197,4.831999,6.062195,0.48250,1.12080e-01,9.52845e-03,3.95326e-03,2.65545e-03,1.94085e-03,1.60829e-03,1.33381e-03
198,198,4.831287,6.061144,0.48250,3.33532e-01,2.89820e-02,1.18167e-02,7.92802e-03,5.79365e-03,4.80083e-03,3.98148e-03
199,199,7.081586,6.235224,0.48270,6.87814e-02,6.05883e-03,2.46332e-03,1.64799e-03,1.20333e-03,9.96962e-04,8.26760e-04
200,200,7.072147,6.228898,0.48270,1.51219e-01,1.32655e-02,5.20809e-03,3.49049e-03,2.55065e-03,2.11357e-03,1.75285e-03
201,201,7.077715,6.225030,0.48270,1.64853e-01,1.40888e-02,5.84899e-03,3.92885e-03,2.87157e-03,2.37953e-03,1.97342e-03
202,202,6.270753,6.357829,0.48620,9.52659e-02,6.32530e-03,2.60132e-03,1.74727e-03,1.27707e-03,1.05824e-03,8.77637e-04
203,203,6.256707,6.315142,0.48620,1.31445e-01,1.13043e-02,4.66509e-03,3.13267e-03,2.28957e-03,1.89724e-03,1.57345e-03
204,204,6.253469,6.348113,0.48620,7.62587e-02,6.85518e-03,2.67423e-03,1.78555e-03,1.30378e-03,1.08024e-03,8.95845e-04
205,205,5.460977,6.507951,0.48580,4.74928e-01,3.80846e-02,1.55527e-02,1.04438e-02,7.63312e-03,6.32518e-03,5.24569e-03
206,206,5.366184,5.004112,0.49070,1.55458e-01,1.25621e-02,5.19518e-03,3.48950e-03,2.55045e-03,2.11343e-03,1.75274e-03
207,207,5.367535,5.018423,0.49070,9.61554e-02,8.07942e-03,3.34847e-03,2.24920e-03,1.64392e-03,1.36224e-03,1.12975e-03
208,208,5.375375,5.003041,0.49070,1.76002e-01,1.50321e-02,6.22833e-03,4.18352e-03,3.05770e-03,2.53377e-03,2.10134e-03
209,209,5.371846,5.042902,0.49070,1.70753e-01,1.46785e-02,6.08388e-03,4.08654e-03,2.98682e-03,2.47503e-03,2.05263e-03
210,210,5.368812,5.018223,0.49070,1.35545e+00,1.17393e-01,4.69805e-02,3.15001e-02,2.30186e-02,1.90740e-02,1.58187e-02
211,211,5.358090,4.990859,0.49070,1.50482e-01,1.27106e-02,5.27781e-03,3.54518e-03,2.59115e-03,2.14716e-03,1.78071e-03
212,212,5.381016,5.008128,0.49070,2.59336e-01,2.38637e-02,9.24695e-03,6.12816e-03,4.46298e-03,3.69546e-03,3.06384e-03
213,213,5.308025,5.160224,0.49070,5.23114e-02,4.63913e-03,1.83910e-03,1.23364e-03,9.01578e-04,7.47090e-04,6.19586e-04
214,214,5.306665,5.146091,0.49070,2.37793e-01,2.03551e-02,8.41036e-03,5.64847e-03,4.12837e-03,3.42097e-03,2.83713e-03
215,215,5.302506,5.177835,0.49070,3.25443e-01,2.80949e-02,1.13133e-02,7.57672e-03,5.53457e-03,4.58578e-03,3.80301e-03
216,216,5.733414,5.851220,0.49070,5.71204e-02,1.69339e-02,6.18420e-03,2.84384e-03,1.47061e-03,1.02273e-03,7.47065e-04
217,217,5.974270,6.645260,0.48840,3.98166e-01,3.40536e-02,1.41373e-02,9.49623e-03,6.94073e-03,5.75144e-03,4.76987e-03
218,218,5.988959,6.634352,0.48840,3.41838e-01,2.90270e-02,1.19353e-02,8.01600e-03,5.85880e-03,4.85490e-03,4.02633e-03
219,219,5.803582,5.638090,0.49000,1.47462e+00,1.26281e-01,5.23900e-02,3.51910e-02,2.57208e-02,2.13136e-02,1.76761e-02
220,220,5.857464,5.925510,0.49020,5.71027e-02,5.04178e-03,2.06204e-03,1.37504e-03,1.00161e-03,8.29052e-04,6.87120e-04
221,221,5.952660,6.193875,0.49420,1.12020e-01,9.57283e-03,3.97470e-03,2.66987e-03,1.95139e-03,1.61702e-03,1.34105e-03
222,222,5.952734,6.185514,0.49420,8.39216e-02,3.90955e-02,8.26560e-02,1.01399e-01,1.06903e-01,1.04499e-01,9.76521e-02
223,223,5.967495,6.186979,0.49420,4.37186e-01,4.57151e-02,1.70325e-02,1.07387e-02,7.57612e-03,6.19264e-03,5.09051e-03
224,224,5.965728,6.727258,0.49620,3.58597e-01,2.78207e-02,1.05731e-02,7.09506e-03,5.18553e-03,4.29698e-03,3.56363e-03
225,225,5.950741,6.722109,0.49620,1.45185e-01,1.23705e-02,5.07983e-03,3.41135e-03,2.49329e-03,2.06606e-03,1.71346e-03
226,226,5.654211,6.418124,0.49690,5.97695e-02,5.04427e-03,2.05568e-03,1.38031e-03,1.00883e-03,8.35970e-04,6.93298e-04
227,227,5.660503,6.421338,0.49690,1.05487e-01,8.90223e-03,3.68755e-03,2.47696e-03,1.81040e-03,1.50019e-03,1.24416e-03
228,228,5.758233,6.298636,0.49670,3.27755e-01,2.81533e-02,1.16905e-02,7.85265e-03,5.73945e-03,4.75600e-03,3.94431e-03
229,229,5.756916,6.289450,0.49670,1.46119e-01,1.25581e-02,5.20684e-03,3.49745e-03,2.55627e-03,2.11825e-03,1.75674e-03
230,230,5.247244,6.530726,0.49620,2.32177e-01,1.97135e-02,8.17684e-03,5.49248e-03,4.01442e-03,3.32655e-03,2.75882e-03
231,231,4.843099,5.064223,0.50030,4.14794e-01,3.66630e-02,1.48609e-02,9.93392e-03,7.25183e-03,6.00782e-03,4.98205e-03
232,232,4.849493,5.048114,0.50030,9.37448e-02,8.04716e-03,3.32496e-03,2.23247e-03,1.63156e-03,1.35198e-03,1.12124e-03
233,233,4.843569,5.063929,0.50030,5.78542e-02,5.10639e-03,2.04667e-03,1.36857e-03,9.99332e-04,8.27962e-04,6.86618e-04
234,234,5.861488,6.015213,0.50320,8.90733e-02,7.56543e-03,3.12920e-03,2.10176e-03,1.53615e-03,1.27293e-03,1.05569e-03
235,235,5.864474,6.028331,0.50320,1.20531e+00,1.03420e-01,4.29441e-02,2.88462e-02,2.10835e-02,1.74708e-02,1.44892e-02
236,236,5.889623,6.222874,0.50410,9.36251e-02,7.87488e-03,3.26989e-03,2.19643e-03,1.60536e-03,1.33028e-03,1.10325e-03
237,237,5.900248,6.216419,0.50410,2.06907e+02,1.77525e+01,7.36548e+00,4.94745e+00,3.61606e+00,2.99645e+00,2.48506e+00
238,238,7.135369,7.010189,0.50620,1.97579e-01,1.70123e-02,7.03353e-03,4.72305e-03,3.45187e-03,2.86038e-03,2.37220e-03
239,239,7.139161,7.015799,0.50620,9.67446e-02,8.54700e-03,3.58232e-03,2.38961e-03,1.73133e-03,1.42710e-03,1.17810e-03
240,240,7.127519,7.011310,0.50620,2.96900e-01,2.63261e-02,1.06797e-02,7.11005e-03,5.17574e-03,4.28306e-03,3.54926e-03
241,241,5.572108,5.757844,0.51160,4.27108e-01,4.17336e-02,2.04358e-02,1.40359e-02,9.95348e-03,7.95110e-03,6.30065e-03
242,242,6.379314,7.098633,0.51050,1.74119e+00,1.44431e-01,5.98009e-02,4.01686e-02,2.93589e-02,2.43283e-02,2.01763e-02
243,243,6.377655,7.091051,0.51050,1.05579e-01,9.01044e-03,3.70761e-03,2.48988e-03,1.81980e-03,1.50798e-03,1.25062e-03
244,244,6.397551,7.095291,0.51050,8.45330e-02,7.27858e-03,3.02056e-03,2.02894e-03,1.48294e-03,1.22884e-03,1.01912e-03
245,245,5.389568,5.620370,0.51570,3.01246e-01,2.58001e-02,1.07117e-02,7.19518e-03,5.25891e-03,4.35780e-03,3.61407e-03
246,246,5.277769,6.586187,0.51440,3.86261e-01,3.32615e-02,1.37353e-02,9.22292e-03,6.74063e-03,5.58559e-03,4.63231e-03
247,247,5.286210,6.591643,0.51440,2.20170e-01,1.86983e-02,7.76260e-03,5.21425e-03,3.81106e-03,3.15804e-03,2.61907e-03
248,248,6.226737,5.886180,0.51440,1.84479e-01,1.57313e-02,6.48185e-03,4.35324e-03,3.18172e-03,2.63653e-03,2.18656e-03
249,249,5.257190,5.702214,0.51780,1.16634e+00,1.58292e-01,7.80397e-02,4.86607e-02,3.13682e-02,2.37304e-02,1.79642e-02
250,250,5.252089,5.704261,0.51780,5.35729e-02,4.60650e-03,1.90975e-03,1.28275e-03,9.37549e-04,7.76900e-04,6.44310e-04
251,251,6.948767,5.460680,0.52290,2.26146e-01,1.82372e-02,7.56746e-03,5.08316e-03,3.71525e-03,3.07865e-03,2.55323e-03
252,252,6.936881,5.369893,0.52430,1.75671e-01,1.51695e-02,6.27742e-03,4.21590e-03,3.08132e-03,2.55334e-03,2.11757e-03
253,253,6.938991,5.381509,0.52430,2.42805e-01,1.68250e-02,6.80209e-03,4.56726e-03,3.33810e-03,2.76611e-03,2.29403e-03
254,254,6.933341,5.371092,0.52430,1.78741e-01,1.51779e-02,6.29887e-03,4.23102e-03,3.09242e-03,2.56254e-03,2.12520e-03
255,255,7.062611,5.115395,0.52340,9.93889e-02,1.10410e-02,4.00758e-03,2.48270e-03,1.73767e-03,1.41727e-03,1.16403e-03
256,256,5.001070,6.344727,0.52480,1.24419e-01,8.51642e-03,3.37630e-03,2.26572e-03,1.65588e-03,1.37214e-03,1.13796e-03
257,257,4.966840,4.840936,0.52970,6.91784e-02,6.18938e-03,2.24723e-03,1.48110e-03,1.07747e-03,8.91984e-04,7.39459e-04
258,258,5.941311,5.418360,0.53530,1.86822e-01,1.74218e-02,9.53882e-03,7.66647e-03,6.28409e-03,5.43150e-03,4.57419e-03
259,259,5.470465,6.116063,0.53860,9.01824e-02,8.37912e-03,3.12479e-03,2.08912e-03,1.52632e-03,1.26475e-03,1.04890e-03
260,260,5.468260,6.118142,0.53860,1.90013e-01,1.59062e-02,6.60354e-03,4.43569e-03,3.24202e-03,2.68650e-03,2.22801e-03
261,261,6.576638,5.041615,0.54450,8.76747e-02,7.37922e-03,3.06087e-03,2.05602e-03,1.50274e-03,1.24524e-03,1.03272e-03
262,262,6.561426,5.042844,0.54450,5.81399e-02,5.00701e-03,2.03862e-03,1.36711e-03,9.98923e-04,8.27720e-04,6.86446e-04
263,263,6.570754,5.041674,0.54450,5.39839e-02,4.49667e-03,1.84648e-03,1.23970e-03,9.06033e-04,7.50779e-04,6.22645e-04
264,264,6.476046,6.064051,0.54450,7.46863e-02,5.77201e-03,2.33832e-03,1.57044e-03,1.14782e-03,9.51140e-04,7.88813e-04
265,265,6.459080,6.063231,0.54450,6.19853e-02,5.32929e-03,2.19691e-03,1.47511e-03,1.07809e-03,8.93354e-04,7.40888e-04
266,266,6.461177,6.046998,0.54450,1.00133e-01,8.46987e-03,3.50483e-03,2.35411e-03,1.72059e-03,1.42577e-03,1.18244e-03
267,267,6.469476,6.061966,0.54450,8.29032e-02,3.59330e-02,1.94735e-02,1.01546e-02,5.10569e-03,3.20080e-03,1.98399e-03
268,268,5.513883,5.282716,0.54410,8.29858e-02,8.12104e-03,3.05123e-03,1.96962e-03,1.41367e-03,1.16434e-03,9.62214e-04
269,269,6.616460,6.301685,0.54810,2.14353e-01,1.68220e-02,6.83128e-03,4.58444e-03,3.35033e-03,2.77621e-03,2.30239e-03
270,270,6.451462,5.858995,0.54570,1.37321e-01,1.34928e-02,5.94288e-03,3.82273e-03,2.64979e-03,2.13003e-03,1.72323e-03
271,271,6.476333,5.858760,0.54570,5.86896e-02,5.03150e-03,2.08868e-03,1.40299e-03,1.02544e-03,8.49731e-04,7.04711e-04
272,272,6.589809,5.818598,0.54810,1.74566e-01,1.48420e-02,6.16038e-03,4.13801e-03,3.02445e-03,2.50621e-03,2.07848e-03
273,273,6.594626,5.818004,0.54810,9.03852e-02,9.25090e-03,3.23301e-03,2.11882e-03,1.54193e-03,1.27696e-03,1.05885e-03
274,274,6.595765,5.812869,0.54810,4.49717e-01,3.85759e-02,1.60183e-02,1.07597e-02,7.86422e-03,6.51669e-03,5.40451e-03
275,275,6.572081,5.754653,0.54740,8.27830e-02,7.12016e-03,2.95373e-03,1.98400e-03,1.45009e-03,1.20162e-03,9.96542e-04
276,276,6.576526,5.753826,0.54740,1.48965e+00,1.20996e-01,5.02055e-02,3.37237e-02,2.46485e-02,2.04250e-02,1.69391e-02
277,277,6.580301,5.751409,0.54740,7.22904e-02,6.32007e-03,2.55784e-03,1.71716e-03,1.25502e-03,1.03997e-03,8.62484e-04
278,278,6.570658,5.733290,0.54740,1.64809e-01,1.42376e-02,5.85344e-03,3.93026e-03,2.87249e-03,2.38029e-03,1.97405e-03
279,279,6.331271,5.545644,0.54980,1.81386e-01,1.91483e-02,6.57525e-03,4.22958e-03,3.05615e-03,2.52664e-03,2.09358e-03
280,280,6.323042,5.558919,0.54980,3.57317e-01,3.08149e-02,1.27458e-02,8.55843e-03,6.25489e-03,5.18307e-03,4.29848e-03
281,281,6.317653,5.559374,0.54980,1.68737e-01,1.44538e-02,5.96365e-03,4.00451e-03,2.92674e-03,2.42523e-03,2.01132e-03
282,282,7.195564,6.230540,0.54960,1.05393e-01,9.02629e-03,3.73146e-03,2.50622e-03,1.83177e-03,1.51790e-03,1.25884e-03
283,283,7.196915,6.240866,0.54960,1.86877e-01,1.62010e-02,6.67051e-03,4.47908e-03,3.27364e-03,2.71270e-03,2.24973e-03
284,284,7.190177,6.235454,0.54960,1.39629e-01,1.20723e-02,4.96401e-03,3.33334e-03,2.43626e-03,2.01880e-03,1.67426e-03
285,285,6.456983,6.582935,0.55200,2.67792e-01,2.39621e-02,9.65689e-03,6.43518e-03,4.69354e-03,3.88771e-03,3.22373e-03
286,286,6.456318,6.581723,0.55200,2.33829e-01,2.45446e-02,1.57577e-02,1.28229e-02,1.01890e-02,8.52033e-03,6.88883e-03
287,287,6.456214,6.578975,0.55200,2.21202e+00,1.90238e-01,7.89707e-02,5.30456e-02,3.87707e-02,3.21274e-02,2.66443e-02
288,288,5.877756,7.146385,0.55610,5.30367e-02,4.59403e-03,1.87703e-03,1.25973e-03,9.20633e-04,7.62875e-04,6.32676e-04
289,289,5.178912,4.905220,0.55370,4.75272e-01,4.17021e-02,1.68107e-02,1.12354e-02,8.20050e-03,6.79320e-03,5.63305e-03
290,290,5.176643,4.924508,0.55370,6.06234e-02,4.68546e-03,1.93401e-03,1.29909e-03,9.49494e-04,7.86799e-04,6.52519e-04
291,291,5.173003,4.922610,0.55370,5.71355e-02,4.87594e-03,2.01501e-03,1.35339e-03,9.89182e-04,8.19686e-04,6.79793e-04
292,292,5.151086,4.929373,0.55370,1.68715e-01,1.44795e-02,6.01242e-03,4.03863e-03,2.95181e-03,2.44602e-03,2.02857e-03
293,293,5.773124,7.148730,0.55630,5.99352e-02,5.03959e-03,2.09169e-03,1.40501e-03,1.02691e-03,8.50954e-04,7.05725e-04
294,294,6.168945,5.250065,0.55900,2.17955e-01,1.47764e-02,5.88424e-03,3.94814e-03,2.88536e-03,2.39093e-03,1.98288e-03
295,295,6.174408,5.246275,0.55900,6.81374e-02,5.83471e-03,2.42279e-03,1.62742e-03,1.18947e-03,9.85656e-04,8.17438e-04
296,296,6.168861,5.245162,0.55900,6.44181e-02,5.59522e-03,2.21368e-03,1.47711e-03,1.07780e-03,8.92803e-04,7.40321e-04
297,297,5.903061,5.469036,0.55950,5.49187e-02,4.71259e-03,1.94026e-03,1.30301e-03,9.52349e-04,7.89164e-04,6.54480e-04
298,298,5.883710,5.473819,0.55950,9.49638e-02,7.80567e-03,3.23571e-03,2.17346e-03,1.58857e-03,1.31637e-03,1.09171e-03
299,299,5.225421,6.018077,0.55750,1.06885e-01,9.00619e-03,3.73230e-03,2.50692e-03,1.83228e-03,1.51832e-03,1.25920e-03
300,300,5.222405,6.013803,0.55750,2.71197e-01,2.26758e-02,9.34302e-03,6.27408e-03,4.58553e-03,3.79979e-03,3.15129e-03
301,301,5.222759,6.016334,0.55750,1.28283e-01,1.16588e-02,4.66659e-03,3.08946e-03,2.24587e-03,1.85835e-03,1.54013e-03
302,302,6.153948,7.078490,0.55870,5.35318e-02,4.62266e-03,1.90385e-03,1.27864e-03,9.34541e-04,7.74408e-04,6.42243e-04
303,303,5.402800,6.187728,0.55730,7.06374e-02,5.98000e-03,2.47993e-03,1.66578e-03,1.21751e-03,1.00889e-03,8.36706e-04
304,304,5.500949,6.662916,0.56440,7.07616e-02,6.09692e-03,2.52901e-03,1.69869e-03,1.24155e-03,1.02881e-03,8.53229e-04
305,305,5.358617,6.743966,0.56460,1.55948e-01,1.63224e-02,5.86494e-03,3.75671e-03,2.70518e-03,2.23414e-03,1.85028e-03
306,306,5.374135,6.741418,0.56460,7.64586e-01,6.58598e-02,2.72760e-02,1.83196e-02,1.33895e-02,1.10952e-02,9.20164e-03
307,307,6.820111,6.265882,0.56090,1.81946e-01,1.41342e-02,5.86733e-03,3.94117e-03,2.88058e-03,2.38699e-03,1.97961e-03
308,308,6.840377,6.261961,0.56090,8.64047e-02,7.31202e-03,3.00531e-03,2.01852e-03,1.47532e-03,1.22252e-03,1.01388e-03
309,309,6.845294,6.260354,0.56090,1.03783e-01,3.04288e-02,2.53496e-02,1.72347e-02,1.06188e-02,7.34315e-03,4.82303e-03
310,310,6.845064,6.257672,0.56090,8.26381e-02,6.97002e-03,2.88543e-03,1.93813e-03,1.41656e-03,1.17384e-03,9.73501e-04
311,311,5.654522,6.551341,0.56070,1.26789e+01,1.43773e+00,7.48680e-01,5.06902e-01,3.49623e-01,2.73213e-01,2.11229e-01
312,312,5.853117,4.877045,0.56170,5.65224e-02,3.87136e-03,1.39919e-03,9.32221e-04,6.80520e-04,5.63816e-04,4.67567e-04
313,313,7.143943,5.085079,0.56120,1.28853e-01,1.35801e-02,5.21208e-03,3.27939e-03,2.29900e-03,1.87176e-03,1.53360e-03
314,314,7.184171,5.082894,0.56120,6.20277e-02,5.25193e-03,2.15846e-03,1.44899e-03,1.05896e-03,8.77495e-04,7.27733e-04
315,315,7.180884,5.101577,0.56120,7.08843e-02,5.98654e-03,2.48458e-03,1.66892e-03,1.21980e-03,1.01079e-03,8.38284e-04
316,316,5.937838,5.635458,0.56070,3.50580e-01,2.91319e-02,1.20779e-02,8.11285e-03,5.92963e-03,4.91359e-03,4.07501e-03
317,317,5.937469,5.634179,0.56070,5.89416e-02,5.06399e-03,2.09897e-03,1.40986e-03,1.03046e-03,8.53890e-04,7.08160e-04
318,318,6.595648,6.309140,0.56220,1.15961e-01,1.10700e-02,4.26663e-03,2.79033e-03,2.02049e-03,1.67035e-03,1.38381e-03
319,319,7.107038,4.928931,0.56440,1.59541e-01,1.36384e-02,5.66202e-03,3.80326e-03,2.77978e-03,2.30347e-03,1.91034e-03
320,320,7.109166,4.915896,0.56440,5.01236e-02,4.24664e-03,1.76334e-03,1.18446e-03,8.65713e-04,7.17373e-04,5.94942e-04
321,321,5.144166,6.670260,0.56220,6.30235e-02,5.38270e-03,2.23251e-03,1.49960e-03,1.09605e-03,9.08240e-04,7.53235e-04
322,322,5.135408,6.649282,0.56220,1.06068e-01,9.07762e-03,3.71275e-03,2.49300e-03,1.82207e-03,1.50986e-03,1.25218e-03
323,323,5.136849,6.651160,0.56220,3.41485e-01,2.89153e-02,1.19816e-02,8.04816e-03,5.88235e-03,4.87441e-03,4.04251e-03
324,324,5.148594,6.649290,0.56220,2.55341e-01,2.19711e-02,9.10063e-03,6.11226e-03,4.46734e-03,3.70186e-03,3.07008e-03
325,325,5.134746,6.633460,0.56220,2.08277e-01,1.81575e-02,7.43554e-03,4.98704e-03,3.64408e-03,3.01956e-03,2.50420e-03
326,326,6.036270,5.199657,0.56480,1.47194e-01,1.24313e-02,5.13777e-03,3.45088e-03,2.52221e-03,2.09003e-03,1.73334e-03
327,327,5.592652,6.287827,0.56460,2.26358e-01,2.32998e-02,1.27856e-02,9.17874e-03,6.59316e-03,5.23656e-03,4.07989e-03
328,328,5.954514,6.466067,0.56460,1.72038e-01,1.47551e-02,6.12657e-03,4.11531e-03,3.00785e-03,2.49246e-03,2.06708e-03
329,329,5.945100,6.481638,0.56460,1.28362e+00,1.42234e-01,7.53712e-02,5.13300e-02,3.53669e-02,2.75622e-02,2.12376e-02
330,330,6.329143,6.767015,0.56750,1.60671e-01,1.38325e-02,5.74080e-03,3.85615e-03,2.81843e-03,2.33550e-03,1.93691e-03
331,331,6.336884,6.767865,0.56750,1.63820e-01,1.40905e-02,5.85097e-03,3.93018e-03,2.87254e-03,2.38033e-03,1.97409e-03
332,332,6.331659,6.761721,0.56750,9.49132e-02,8.71331e-03,3.36132e-03,2.23049e-03,1.62554e-03,1.34626e-03,1.11627e-03
333,333,6.717429,7.136390,0.56710,1.21708e-01,1.04805e-02,4.34348e-03,2.91741e-03,2.13231e-03,1.76694e-03,1.46538e-03
334,334,6.720156,7.140330,0.56710,5.11101e-01,4.40852e-02,1.82483e-02,1.22538e-02,8.95565e-03,7.42103e-03,6.15449e-03
335,335,5.715809,6.777625,0.56730,1.04567e-01,9.30979e-03,3.82577e-03,2.54130e-03,1.84456e-03,1.52419e-03,1.26171e-03
336,336,5.707515,6.789254,0.56730,6.75582e-01,5.80697e-02,2.41119e-02,1.61963e-02,1.18378e-02,9.80940e-03,8.13526e-03
337,337,6.439974,6.964021,0.56460,7.78874e-02,6.52403e-03,2.70756e-03,1.81870e-03,1.32928e-03,1.10151e-03,9.13517e-04
338,338,6.448153,6.967830,0.56460,6.58413e-02,4.65117e-03,1.92760e-03,1.29480e-03,9.46360e-04,7.84202e-04,6.50365e-04
339,339,6.458631,6.970294,0.56460,1.11392e-01,7.99268e-03,3.20619e-03,2.15259e-03,1.57327e-03,1.30369e-03,1.08119e-03
340,340,5.929354,4.971263,0.56410,5.27885e-02,4.48596e-03,1.86128e-03,1.25024e-03,9.13793e-04,7.57216e-04,6.27984e-04
341,341,5.355892,6.758715,0.56580,1.84876e-01,1.58611e-02,6.57816e-03,4.41859e-03,3.22951e-03,2.67614e-03,2.21941e-03
342,342,5.552530,6.747234,0.56630,8.36766e-01,7.15988e-02,2.97032e-02,1.99515e-02,1.45824e-02,1.20837e-02,1.00214e-02
343,343,6.399082,6.833276,0.56580,6.07393e-02,5.08678e-03,2.11167e-03,1.41844e-03,1.03673e-03,8.59087e-04,7.12470e-04
344,344,6.399172,6.834945,0.56580,1.92344e-01,2.62605e-02,7.82360e-03,4.48618e-03,3.03189e-03,2.44536e-03,1.99607e-03
345,345,6.377020,6.825952,0.56580,7.48437e-02,6.50428e-03,2.71862e-03,1.82342e-03,1.32829e-03,1.09806e-03,9.08554e-04
346,346,6.406177,6.833670,0.56580,2.22671e-01,1.81398e-02,7.53182e-03,5.05923e-03,3.69776e-03,3.06415e-03,2.54120e-03
347,347,6.376988,6.823349,0.56580,1.91989e-01,1.77206e-02,6.59283e-03,4.40827e-03,3.22076e-03,2.66881e-03,2.21333e-03
348,348,6.210022,5.192186,0.56530,5.61107e-02,4.74967e-03,1.97159e-03,1.32434e-03,9.67953e-04,8.02095e-04,6.65204e-04
349,349,6.214074,5.203499,0.56530,7.29478e-02,6.09496e-03,2.51848e-03,1.69164e-03,1.23640e-03,1.02455e-03,8.49691e-04
350,350,6.219702,5.210442,0.56530,6.76577e-02,5.70348e-03,2.36795e-03,1.59059e-03,1.16255e-03,9.63347e-04,7.98936e-04
351,351,5.631685,6.688556,0.56630,9.03997e-02,7.91751e-03,3.21929e-03,2.15937e-03,1.57801e-03,1.30759e-03,1.08443e-03
352,352,5.630046,6.684312,0.56630,3.84102e-01,3.28752e-02,1.36487e-02,9.16800e-03,6.70083e-03,5.55265e-03,4.60500e-03
353,353,6.595308,6.849767,0.56610,9.32755e-02,7.77064e-03,3.22638e-03,2.16721e-03,1.58400e-03,1.31258e-03,1.08857e-03
354,354,6.597416,6.852230,0.56610,6.25650e-02,5.30110e-03,2.20097e-03,1.47842e-03,1.08057e-03,8.95414e-04,7.42598e-04
355,355,6.599218,6.865141,0.56610,2.76894e-01,2.38408e-02,9.89967e-03,6.64975e-03,4.86026e-03,4.02746e-03,3.34011e-03
356,356,6.405755,5.011106,0.56880,7.21420e-02,6.12449e-03,2.53160e-03,1.70040e-03,1.24280e-03,1.02985e-03,8.54090e-04
357,357,6.404119,5.012827,0.56880,9.31691e-02,8.37874e-03,3.32452e-03,2.20746e-03,1.60687e-03,1.33004e-03,1.10243e-03
358,358,6.188137,5.447892,0.56850,8.06715e-02,6.90899e-03,2.86816e-03,1.92658e-03,1.40813e-03,1.16684e-03,9.67703e-04
359,359,5.361969,6.378611,0.57070,1.32459e-01,1.13780e-02,4.72464e-03,3.17361e-03,2.31957e-03,1.92211e-03,1.59407e-03
360,360,6.217524,5.377203,0.56950,1.21935e-01,1.04703e-02,4.34483e-03,2.91843e-03,2.13306e-03,1.76756e-03,1.46590e-03
361,361,5.948781,6.848034,0.56830,1.20179e-01,1.02156e-02,4.23936e-03,2.84763e-03,2.08132e-03,1.72468e-03,1.43034e-03
362,362,5.082448,6.061956,0.56950,5.77014e-02,9.25731e-03,8.90153e-03,7.98886e-03,6.59375e-03,5.55656e-03,4.47420e-03
363,363,5.087352,6.063734,0.56950,9.58734e-02,8.47518e-03,3.40932e-03,2.28227e-03,1.66713e-03,1.38136e-03,1.14558e-03
364,364,5.090502,6.057014,0.56950,4.39300e-01,3.65729e-02,1.51570e-02,1.01811e-02,7.44129e-03,6.16623e-03,5.11386e-03
365,365,6.380738,6.908413,0.56800,1.02140e-01,8.79206e-03,3.64650e-03,2.44931e-03,1.79018e-03,1.48343e-03,1.23026e-03
366,366,6.378332,6.909131,0.56800,1.09144e-01,1.12188e-02,4.77439e-03,3.06355e-03,2.12954e-03,1.71285e-03,1.38386e-03
